uniprot_id	protein_name	gene_names	protein_full_name
Q9C0J1	B3GN4	B3GNT4 UNQ1898/PRO4344	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4 (EC 2.4.1.149) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4) (BGnT-4) (Beta-1,3-Gn-T4) (Beta-1,3-N-acetylglucosaminyltransferase 4) (Beta3Gn-T4)
Q9HBY0	NOX3	NOX3 MOX2	NADPH oxidase 3 (EC 1.6.3.-) (Mitogenic oxidase 2) (MOX-2) (gp91phox homolog 3) (GP91-3)
A0A0C4DGW0	A0A0C4DGW0	NDFIP2	Nedd4 family interacting protein 2
A0A0C4DGG7	A0A0C4DGG7	LDB3	LIM domain binding 3
Q9UJW7	ZN229	ZNF229	Zinc finger protein 229
Q49B96	COX19	COX19	Cytochrome c oxidase assembly protein COX19 (hCOX19)
Q2TV78	MST1L	MST1L D1F15S1A MST1P9 MSTP9	Putative macrophage stimulating 1-like protein (Brain rescue factor 1) (BRF-1) (Hepatocyte growth factor-like protein homolog)
Q8NB59	SYT14	SYT14	Synaptotagmin-14 (Synaptotagmin XIV) (SytXIV)
Q8N9R6	CDRT4	CDRT4	CMT1A duplicated region transcript 4 protein
P98173	FAM3A	FAM3A 2-19 2.19	Protein FAM3A (Cytokine-like protein 2-19)
Q8N9L1	ZIC4	ZIC4	Zinc finger protein ZIC 4 (Zinc finger protein of the cerebellum 4)
Q14C87	T132D	TMEM132D HBE120 KIAA1944 MOLT	Transmembrane protein 132D (Mature oligodendrocytes transmembrane protein) (Mature OL transmembrane protein)
Q4G0S1	Q4G0S1	LOC730441	LOC730441 protein
Q6PF11	Q6PF11	CSH1	Chorionic somatomammotropin hormone 1 (Placental lactogen)
O00634	NET3	NTN3 NTN2L	Netrin-3 (Netrin-2-like protein)
Q92781	RDH5	RDH5 HSD17B9 RDH1 SDR9C5	Retinol dehydrogenase 5 (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (11-cis retinol dehydrogenase) (11-cis RDH) (11-cis RoDH) (9-cis retinol dehydrogenase) (9cRDH) (Short chain dehydrogenase/reductase family 9C member 5)
Q9HCE0	EPG5	EPG5 KIAA1632	Ectopic P granules protein 5 homolog
Q5FWF5	ESCO1	ESCO1 EFO1 KIAA1911	N-acetyltransferase ESCO1 (EC 2.3.1.-) (CTF7 homolog 1) (Establishment factor-like protein 1) (EFO1) (EFO1p) (hEFO1) (Establishment of cohesion 1 homolog 1) (ECO1 homolog 1) (ESO1 homolog 1)
Q969D9	TSLP	TSLP	Thymic stromal lymphopoietin
C9JH25	PRRT4	PRRT4	Proline-rich transmembrane protein 4
X5DQV1	X5DQV1	CRMP1	Dihydropyrimidinase-related protein 1 (Collapsin response mediator protein 1) (Inactive dihydropyrimidinase)
O94911	ABCA8	ABCA8 KIAA0822	ABC-type organic anion transporter ABCA8 (EC 7.6.2.-) (ATP-binding cassette sub-family A member 8)
Q9UMX9	S45A2	SLC45A2 AIM1 MATP	Membrane-associated transporter protein (Melanoma antigen AIM1) (Protein AIM-1) (Solute carrier family 45 member 2)
P0CJ85	DU4L2	DUX4L2	Double homeobox protein 4-like protein 2
E7ETY2	E7ETY2	TCOF1	Treacle ribosome biogenesis factor 1
H0YB24	H0YB24	CCAR2	Cell cycle and apoptosis regulator 2
Q8N0W4	NLGNX	NLGN4X KIAA1260 NLGN4 UNQ365/PRO701	Neuroligin-4, X-linked (Neuroligin X) (HNLX)
E5RH18	E5RH18	LSM1	LSM1 homolog, mRNA degradation associated (LSM1-like protein U6 small nuclear RNA associated isoform 3)
Q5SZ64	Q5SZ64	SF3B4 RP11-196G18.20-002	Splicing factor 3B subunit 4
A6NDX5	ZN840	ZNF840P C20orf157 ZNF840	Zinc finger protein 840
Q8NGR1	O13A1	OR13A1	Olfactory receptor 13A1 (Olfactory receptor OR10-3)
H3BPU4	H3BPU4	TUBGCP4	Gamma-tubulin complex component
O94769	ECM2	ECM2	Extracellular matrix protein 2 (Matrix glycoprotein SC1/ECM2)
Q9UJJ7	RUSD1	RPUSD1 C16orf40 RLUCL	RNA pseudouridylate synthase domain-containing protein 1 (Ribosomal large subunit pseudouridine synthase C-like protein)
Q7Z2Q7	LRR70	LRRC70 UNQ1891/PRO4337	Leucine-rich repeat-containing protein 70 (Synleurin)
Q75MR5	Q75MR5	TOM7 TOMM7 hCG_1659575	Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog)
Q8NG11	TSN14	TSPAN14 TM4SF14	Tetraspanin-14 (Tspan-14) (DC-TM4F2) (Transmembrane 4 superfamily member 14)
O95857	TSN13	TSPAN13 NET6 TM4SF13 UNQ260/PRO296	Tetraspanin-13 (Tspan-13) (Tetraspan NET-6) (Transmembrane 4 superfamily member 13)
Q5JXB2	UE2NL	UBE2NL	Putative ubiquitin-conjugating enzyme E2 N-like (Epididymis tissue protein Li 174)
Q460N3	PAR15	PARP15 BAL3	Protein mono-ADP-ribosyltransferase PARP15 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 7) (ARTD7) (B-aggressive lymphoma protein 3) (Poly [ADP-ribose] polymerase 15) (PARP-15)
O14830	PPE2	PPEF2	Serine/threonine-protein phosphatase with EF-hands 2 (PPEF-2) (EC 3.1.3.16)
X5D2E8	X5D2E8	CNTNAP2	Contactin associated protein-like 2 isoform H
P0DP57	SLUR2	SLURP2	Secreted Ly-6/uPAR domain-containing protein 2 (Secreted LY6/PLAUR domain-containing protein 2) (Secreted Ly-6/uPAR-related protein 2) (SLURP-2)
A0A0S2Z505	A0A0S2Z505	PSTPIP2 hCG_24029	Proline-serine-threonine phosphatase interacting protein 2 isoform 3 (Proline-serine-threonine phosphatase interacting protein 2, isoform CRA_a)
Q9BR09	NEUL2	NEURL2 C20orf163	Neuralized-like protein 2
Q86VS3	IQCH	IQCH	IQ domain-containing protein H (Testis development protein NYD-SP5)
Q8IZF3	AGRF4	ADGRF4 GPR115 PGR18	Adhesion G protein-coupled receptor F4 (G-protein coupled receptor 115) (G-protein coupled receptor PGR18)
X5DNH4	X5DNH4	CNTNAP2	Contactin associated protein-like 2 isoform B
Q6UXV0	GFRAL	GFRAL C6orf144 UNQ9356/PRO34128	GDNF family receptor alpha-like
Q6UXB3	LYPD2	LYPD2 LYPDC2 UNQ430/PRO788	Ly6/PLAUR domain-containing protein 2
V9HW26	V9HW26	HEL-S-123m hCG_23783	ATP synthase subunit alpha
Q9UGF5	O14J1	OR14J1 OR5U1	Olfactory receptor 14J1 (Hs6M1-28) (Olfactory receptor 5U1) (Olfactory receptor OR6-25)
Q5VZQ5	TEX36	TEX36 C10orf122	Testis-expressed protein 36
Q8NHX6	Q8NHX6	HCC5	DNA replication licensing factor MCM3 (EC 3.6.4.12)
Q9Y2T6	GPR55	GPR55	G-protein coupled receptor 55
P13866	SC5A1	SLC5A1 NAGT SGLT1	Sodium/glucose cotransporter 1 (Na(+)/glucose cotransporter 1) (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1)
A0A1B0GVB8	A0A1B0GVB8	TCF4	Transcription factor 4
J3KQN4	J3KQN4	RPL36A	Ribosomal protein L36a
Q8NH01	O2T11	OR2T11	Olfactory receptor 2T11 (Olfactory receptor OR1-65)
Q5H9U9	DDX6L	DDX60L	Probable ATP-dependent RNA helicase DDX60-like (EC 3.6.4.13) (DEAD box protein 60-like)
Q8N769	CN178	SLIRP-OT1 C14orf178	Putative uncharacterized protein SLIRP-OT1 (SLIRP overlapping transcript 1) (Uncharacterized protein C14orf178)
A5YM51	A5YM51	MYH7	Myosin-7 (Myosin heavy chain 7) (Myosin heavy chain slow isoform) (Myosin heavy chain, cardiac muscle beta isoform)
Q9C009	FOXQ1	FOXQ1 HFH1	Forkhead box protein Q1 (HNF-3/forkhead-like protein 1) (HFH-1) (Hepatocyte nuclear factor 3 forkhead homolog 1)
Q8IUW1	Q8IUW1	ANKRD10	ANKRD10 protein (Ankyrin repeat domain 10)
Q96B70	LENG9	LENG9	Leukocyte receptor cluster member 9
A4D1E1	Z804B	ZNF804B	Zinc finger protein 804B
Q5BIV9	SPRN	SPRN SHO	Shadow of prion protein (Protein shadoo)
Q9HBR3	Q9HBR3	GDPD5	GDPD5 protein
Q99645	EPYC	EPYC DSPG3 PGLB SLRR3B	Epiphycan (Dermatan sulfate proteoglycan 3) (Proteoglycan-Lb) (PG-Lb) (Small chondroitin/dermatan sulfate proteoglycan)
P29275	AA2BR	ADORA2B	Adenosine receptor A2b
Q53QD4	Q53QD4	TRAPPC12 CGI-87	Trafficking protein particle complex subunit 12 (Tetratricopeptide repeat protein 15)
Q96F82	Q96F82	ORC1L	Origin recognition complex subunit 1
Q14954	KI2S1	KIR2DS1 CD158H	Killer cell immunoglobulin-like receptor 2DS1 (CD158 antigen-like family member H) (MHC class I NK cell receptor Eb6 ActI) (CD antigen CD158h)
Q9Y4C5	CHST2	CHST2 GN6ST	Carbohydrate sulfotransferase 2 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 2) (GST-2) (N-acetylglucosamine 6-O-sulfotransferase 1) (GlcNAc6ST-1) (Gn6ST-1)
E7ESX4	E7ESX4	SAG	S-arrestin (48 kDa protein) (Retinal S-antigen) (Rod photoreceptor arrestin)
Q8N398	VW5B2	VWA5B2	von Willebrand factor A domain-containing protein 5B2
Q96CW6	S7A6O	SLC7A6OS	Probable RNA polymerase II nuclear localization protein SLC7A6OS (ADAMS proteinase-related protein) (Solute carrier family 7 member 6 opposite strand transcript)
Q9Y5R5	DMRT2	DMRT2 DSXL2	Doublesex- and mab-3-related transcription factor 2 (Doublesex-like 2 protein) (DSXL-2)
A8MWQ5	A8MWQ5	COL25A1	Collagen type XXV alpha 1 chain
E9PK14	E9PK14	SEC16B	Protein transport protein sec16
H7BZ55	CRCC2	CROCC2	Ciliary rootlet coiled-coil protein 2
Q8N118	CP4X1	CYP4X1 UNQ1929/PRO4404	Cytochrome P450 4X1 (EC 1.14.14.-) (CYPIVX1)
P08319	ADH4	ADH4 ADH2	All-trans-retinol dehydrogenase [NAD(+)] ADH4 (EC 1.1.1.105) (Alcohol dehydrogenase 2) (Alcohol dehydrogenase 4) (Alcohol dehydrogenase class II pi chain)
Q8N9W8	GAR2	GARIN2 C14orf54 FAM71D	Golgi-associated RAB2 interactor protein 2
Q86UP6	CUZD1	CUZD1 UNQ224/PRO257	CUB and zona pellucida-like domain-containing protein 1 (CUB and ZP domain-containing protein 1) (Transmembrane protein UO-44)
P05543	THBG	SERPINA7 TBG	Thyroxine-binding globulin (Serpin A7) (T4-binding globulin)
A0A1P0AZG4	A0A1P0AZG4		deleted
B4DX44	ZN736	ZNF736	Zinc finger protein 736
Q8N5G0	SIM20	SMIM20 C4orf52 MITRAC7	Small integral membrane protein 20 (Mitochondrial translation regulation assembly intermediate of cytochrome c oxidase protein of 7 kDa) (MITRAC7) [Cleaved into: Phoenixin-14 (PNX-14); Phoenixin-20 (PNX-20)]
Q6UWV7	SHL2A	SHISAL2A FAM159A UNQ2783/PRO7171	Protein shisa-like-2A
H3BRN8	PIRC2	PIERCE2 C15orf65	Piercer of microtubule wall 2 protein
Q14563	SEM3A	SEMA3A SEMAD	Semaphorin-3A (Semaphorin III) (Sema III)
Q6ZNB7	ALKMO	AGMO TMEM195	Alkylglycerol monooxygenase (EC 1.14.16.5) (Transmembrane protein 195)
G5E9L9	G5E9L9	DCLK2 DCAMKL2 hCG_18043	Serine/threonine-protein kinase DCLK2 (EC 2.7.11.1) (CaMK-like CREB regulatory kinase 2) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2)
A5PLN7	F149A	FAM149A MST119	Protein FAM149A
Q8NHC7	O14CZ	OR14C36 OR5BF1	Olfactory receptor 14C36 (Olfactory receptor 5BF1) (Olfactory receptor OR1-59)
P15428	PGDH	HPGD PGDH1 SDR36C1	15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Eicosanoid/docosanoid dehydrogenase [NAD(+)]) (EC 1.1.1.-, EC 1.1.1.232) (Prostaglandin dehydrogenase 1) (Short chain dehydrogenase/reductase family 36C member 1)
Q9NYC9	DYH9	DNAH9 DNAH17L DNEL1 KIAA0357	Dynein axonemal heavy chain 9 (Axonemal beta dynein heavy chain 9) (Ciliary dynein heavy chain 9)
G5EA06	G5EA06	MRPS27 hCG_37853	Small ribosomal subunit protein mS27 (28S ribosomal protein S27, mitochondrial) (Mitochondrial ribosomal protein S27)
V9HWH2	V9HWH2	HEL-S-29 CKB	Creatine kinase B-type (EC 2.7.3.2) (Creatine kinase B chain)
Q6IAM1	Q6IAM1	TU3A FAM107A hCG_22019	Actin-associated protein FAM107A
A4GXA9	EME2	EME2	Structure-specific endonuclease subunit EME2 (Essential meiotic structure-specific endonuclease subunit 2)
Q1JUL4	Q1JUL4	MC1R hCG_2039647	Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1)
Q9UJ37	SIA7B	ST6GALNAC2 SIAT7B SIATL1 STHM	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 (EC 2.4.3.3) (GalNAc alpha-2,6-sialyltransferase II) (ST6GalNAc II) (ST6GalNAcII) (SThM) (Sialyltransferase 7B) (SIAT7-B)
Q96PB1	CASD1	CASD1 C7orf12 Nbla04196	N-acetylneuraminate (7)9-O-acetyltransferase (EC 2.3.1.45) (CAS1 domain-containing protein 1) (CAS1 protein) (Cas1p) (Sialate O-acetyltransferase) (SOAT)
Q6NXP6	NXRD1	NOXRED1 C14orf148	NADP-dependent oxidoreductase domain-containing protein 1 (EC 1.-.-.-) (Pyrroline-5-carboxylate reductase-like protein C14orf148)
Q8TBF5	PIGX	PIGX	GPI alpha-1,4-mannosyltransferase I, stabilizing subunit (Phosphatidylinositol-glycan biosynthesis class X protein) (PIG-X)
Q9BYS8	LRRC2	LRRC2	Leucine-rich repeat-containing protein 2
Q3I5F7	ACOT6	ACOT6 C14orf42	Acyl-coenzyme A thioesterase 6 (Acyl-CoA thioesterase 6) (EC 3.1.2.-)
A8K660	A8K660	ADIPOQ hCG_1784052	Adiponectin (cDNA FLJ78108, highly similar to Homo sapiens adiponectin, C1Q and collagen domain containing (ADIPOQ), mRNA)
O60412	OR7C2	OR7C2 OR7C3	Olfactory receptor 7C2 (Olfactory receptor 19-18) (OR19-18) (Olfactory receptor 7C3) (Olfactory receptor OR19-22)
Q4ZJI4	SL9B1	SLC9B1 NHA1 NHEDC1	Sodium/hydrogen exchanger 9B1 (Na(+)/H(+) exchanger-like domain-containing protein 1) (NHE domain-containing protein 1) (Sodium/hydrogen exchanger-like domain-containing protein 1) (Solute carrier family 9, subfamily B member 1)
A0A0C4DFU2	A0A0C4DFU2		deleted
A6NEW6	F90AG	FAM90A16 FAM90A16P	Protein FAM90A16
A6NEW6	F90AH	FAM90A17 FAM90A17P	Protein FAM90A17
Q3ZCQ2	AX2R	ANXA2R AX2R C5orf39	Annexin-2 receptor (Annexin II receptor) (AXIIR)
Q6ZN32	ETV3L	ETV3L	ETS translocation variant 3-like protein
Q9C075	K1C23	KRT23	Keratin, type I cytoskeletal 23 (Cytokeratin-23) (CK-23) (Keratin-23) (K23)
G5E9N2	G5E9N2	TRO hCG_18641	Trophinin
A0A087WZD8	A0A087WZD8		deleted
Q8TF27	AGA11	AGAP11 KIAA1975	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 11 (AGAP-11) (Centaurin-gamma-like protein KIAA1975)
Q6I9S2	Q6I9S2	SNW1	SNW domain-containing protein 1
Q9BXI2	ORNT2	SLC25A2 ORC2 ORNT2	Mitochondrial ornithine transporter 2 (Solute carrier family 25 member 2)
B2RC85	R10B2	RSPH10B2	Radial spoke head 10 homolog B2
Q8TEA1	NSUN6	NSUN6 NOPD1	tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 (EC 2.1.1.-) (NOL1/NOP2/Sun and PUA domain-containing protein 1) (NOL1/NOP2/Sun domain family member 6)
Q86U32	Q86U32	SFRS5 hCG_21965	Full-length cDNA clone CS0DF038YO05 of Fetal brain of Homo sapiens (human) (Splicing factor, arginine/serine-rich 5, isoform CRA_c)
Q5TYM5	FA72A	FAM72A UGENE	Protein FAM72A (Latent membrane protein 1-induced protein) (LMP1-induced protein) (LMPIP)
Q75MZ5	Q75MZ5	FOXP2 hCG_1813384	Forkhead box P2 (Uncharacterized protein FOXP2)
Q4VBN9	Q4VBN9	DARC	Atypical chemokine receptor 1 (Duffy antigen/chemokine receptor)
A0A1C3PI11	A0A1C3PI11	HLA-DPB1	HLA class II histocompatibility antigen DP beta chain (MHC class II antigen)
P0DPH9	CX05B	CXorf51B	Uncharacterized protein CXorf51B
Q9HCN2	TPIP1	TP53AIP1	p53-regulated apoptosis-inducing protein 1 (p53AIP1)
X5D304	X5D304	TBX6	T-box transcription factor TBX6
A0A0S2Z5K2	A0A0S2Z5K2	NLGN3	Neuroligin 3 isoform 2
Q9H4Q3	PRD13	PRDM13 PFM10	PR domain zinc finger protein 13 (EC 2.1.1.-) (PR domain-containing protein 13)
Q8N9I8	Q8N9I8	SHF hCG_38999	SHF protein (Src homology 2 domain containing F, isoform CRA_b) (cDNA FLJ37072 fis, clone BRACE2015412, weakly similar to Shb=Src homology 2 protein)
A1Z199	A1Z199	BCR/ABL fusion	BCR/ABL p210 fusion protein
Q8N5U0	CK042	C11orf42	Uncharacterized protein C11orf42
A0A0S2Z4P3	A0A0S2Z4P3	YARS	Tyrosyl-tRNA synthetase isoform 2
Q9NQN1	OR2S1	OR2S2	Olfactory receptor 2S2 (Olfactory receptor OR9-3)
Q86U76	Q86U76	ZNF3 tcag7.618	Zinc finger protein 3
Q8IVU1	IGDC3	IGDCC3 PUNC	Immunoglobulin superfamily DCC subclass member 3 (Putative neuronal cell adhesion molecule)
Q8TBU1	Q8TBU1	OSTCL	Oligosaccharyltransferase complex subunit
Q9H511	KLH31	KLHL31 BKLHD6 KBTBD1 KLHL	Kelch-like protein 31 (BTB and kelch domain-containing protein 6) (Kelch repeat and BTB domain-containing protein 1) (Kelch-like protein KLHL)
Q6NW40	RGMB	RGMB	Repulsive guidance molecule B (DRG11-responsive axonal guidance and outgrowth of neurite) (DRAGON)
Q6IF00	OR2T2	OR2T2 OR2T2P	Olfactory receptor 2T2 (Olfactory receptor OR1-43)
Q16517	NNAT	NNAT	Neuronatin
Q5SZP1	Q5SZP1	PAX2 hCG_23001	Paired box 2 (Paired box gene 2, isoform CRA_a)
Q5TIE3	VW5B1	VWA5B1	von Willebrand factor A domain-containing protein 5B1
Q9ULZ0	T53G3	TP53TG3 TP53TG3A; TP53TG3B; TP53TG3C; TP53TG3D; TP53TG3E; TP53TG3F	TP53-target gene 3 protein (TP53-inducible gene 3 protein)
Q6UX68	XKR5	XKR5 XRG5 UNQ2754/PRO6493	XK-related protein 5
Q9UKP5	ATS6	ADAMTS6	A disintegrin and metalloproteinase with thrombospondin motifs 6 (ADAM-TS 6) (ADAM-TS6) (ADAMTS-6) (EC 3.4.24.-)
Q14242	SELPL	SELPLG	P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162)
Q6GMX4	Q6GMX4	IGL@	IGL@ protein
Q68CR7	LRC66	LRRC66	Leucine-rich repeat-containing protein 66
A4D1L5	A4D1L5	UBE2H hCG_18056 tcag7.352	Ubiquitin-conjugating enzyme E2 H (EC 2.3.2.23) (EC 2.3.2.24) ((E3-independent) E2 ubiquitin-conjugating enzyme H) (E2 ubiquitin-conjugating enzyme H) (Ubiquitin carrier protein H) (Ubiquitin-conjugating enzyme E2-20K) (Ubiquitin-protein ligase H)
Q93091	RNAS6	RNASE6 RNS6	Ribonuclease K6 (RNase K6) (EC 3.1.27.-)
Q9UHD0	IL19	IL19 ZMDA1	Interleukin-19 (IL-19) (Melanoma differentiation-associated protein-like protein) (NG.1)
H3BQQ4	H3BQQ4	GFER hCG_42694	Sulfhydryl oxidase (EC 1.8.3.2)
Q8NEV9	IL27A	IL27 IL27A IL30	Interleukin-27 subunit alpha (IL-27 subunit alpha) (IL-27-A) (IL27-A) (Interleukin-30) (p28)
Q32M84	BTBDG	BTBD16 C10orf87	BTB/POZ domain-containing protein 16
Q6PIQ7	Q6PIQ7	IGL@	IGL@ protein
Q96RP3	UCN2	UCN2 SRP URP	Urocortin-2 (Stresscopin-related peptide) (Urocortin II) (Ucn II) (Urocortin-related peptide)
Q8TF44	C2C4C	C2CD4C FAM148C KIAA1957 NLF3	C2 calcium-dependent domain-containing protein 4C (Nuclear-localized factor 3) (Protein FAM148C)
A0A0B4J299	A0A0B4J299		deleted
O43861	ATP9B	ATP9B ATPIIB NEO1L HUSSY-20	Probable phospholipid-transporting ATPase IIB (EC 7.6.2.1) (ATPase class II type 9B)
Q8N8N7	PTGR2	PTGR2 ZADH1	Prostaglandin reductase 2 (PRG-2) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 1)
E9PB13	E9PB13		deleted
Q9NUR3	TM74B	TMEM74B C20orf46	Transmembrane protein 74B
P0DPD6	ECE2	ECE2 KIAA0604 UNQ403/PRO740	Endothelin-converting enzyme 2 (ECE-2) (EC 3.4.24.71)
X5D7Q9	X5D7Q9	GTF2I	General transcription factor IIi isoform E
E9PHH9	E9PHH9	POLR3C	DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3)
B4DQ88	B4DQ88		cDNA FLJ52014, highly similar to EGF-like module-containing mucin-like hormone receptor-like 2
A0A0S2Z5F2	A0A0S2Z5F2	GNMT	Glycine N-methyltransferase (EC 2.1.1.20)
Q9Y5Y9	SCNAA	SCN10A	Sodium channel protein type 10 subunit alpha (Peripheral nerve sodium channel 3) (PN3) (hPN3) (Sodium channel protein type X subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.8)
P07492	GRP	GRP	Gastrin-releasing peptide (GRP) [Cleaved into: Neuromedin-C (GRP-10) (GRP18-27)]
Q58EY0	Q58EY0	RORB NR1F2 ROR-BETA RZRB hCG_27313	RAR related orphan receptor B isoform 1 (RAR-related orphan receptor B) (cDNA, FLJ93970, Homo sapiens RAR-related orphan receptor B (RORB), mRNA)
Q8NBC4	CT203	C20orf203	Uncharacterized protein C20orf203
P0C7P4	UCRIL	UQCRFS1P1 UQCRFSL1	Putative cytochrome b-c1 complex subunit Rieske-like protein 1 (Ubiquinol-cytochrome c reductase Rieske iron-sulfur subunit pseudogene 1)
Q9P1Q5	OR1A1	OR1A1	Olfactory receptor 1A1 (Olfactory receptor 17-7) (OR17-7) (Olfactory receptor OR17-11)
Q5TZT0	Q5TZT0	TREX1 hCG_1997849	exodeoxyribonuclease III (EC 3.1.11.2)
Q8NCG5	CHST4	CHST4	Carbohydrate sulfotransferase 4 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 3) (GST-3) (High endothelial cells N-acetylglucosamine 6-O-sulfotransferase) (HEC-GlcNAc6ST) (L-selectin ligand sulfotransferase) (LSST) (N-acetylglucosamine 6-O-sulfotransferase 2) (GlcNAc6ST-2) (Gn6st-2)
Q4V9L6	TM119	TMEM119 PSEC0199 UNQ731/PRO1415	Transmembrane protein 119 (Osteoblast induction factor) (OBIF)
Q6ZRC1	CD050	C4orf50	Uncharacterized protein C4orf50
A6NI72	NCF1B	NCF1B SH3PXD1B	Putative neutrophil cytosol factor 1B (NCF-1B) (Putative SH3 and PX domain-containing protein 1B)
B7Z1J9	B7Z1J9		Glutamine amidotransferase-like class 1 domain-containing protein 1 (Ferry endosomal RAB5 effector complex subunit 5) (Parkinson disease 7 domain-containing protein 1)
Q08477	CP4F3	CYP4F3 LTB4H	Cytochrome P450 4F3 (EC 1.14.14.1) (20-hydroxyeicosatetraenoic acid synthase) (20-HETE synthase) (CYPIVF3) (Cytochrome P450-LTB-omega) (Docosahexaenoic acid omega-hydroxylase CYP4F3) (EC 1.14.14.79) (Leukotriene-B(4) 20-monooxygenase 2) (Leukotriene-B(4) omega-hydroxylase 2) (EC 1.14.14.94)
P30954	O10J1	OR10J1	Olfactory receptor 10J1 (Olfactory receptor OR1-26) (Olfactory receptor-like protein HGMP07J)
C9JR72	KBTBD	KBTBD13	Kelch repeat and BTB domain-containing protein 13
Q8NGP4	OR5M3	OR5M3	Olfactory receptor 5M3 (Olfactory receptor OR11-191)
Q14623	IHH	IHH	Indian hedgehog protein (IHH) (EC 3.1.-.-) (HHG-2) [Cleaved into: Indian hedgehog protein N-product]
Q8NEQ2	Q8NEQ2	MGC24125	MGC24125 protein
P57679	EVC	EVC	EvC complex member EVC (DWF-1) (Ellis-van Creveld syndrome protein)
P59544	T2R50	TAS2R50	Taste receptor type 2 member 50 (T2R50) (Taste receptor type 2 member 51) (T2R51)
Q658N3	Q658N3	DKFZp666G145 DR1 hCG_31940	Protein Dr1 (Down-regulator of transcription 1) (Negative cofactor 2-beta) (TATA-binding protein-associated phosphoprotein)
Q6IPX3	TCAL6	TCEAL6	Transcription elongation factor A protein-like 6 (TCEA-like protein 6) (Transcription elongation factor S-II protein-like 6)
Q9HCX3	ZN304	ZNF304	Zinc finger protein 304 (KRAB-containing zinc finger protein)
X5D300	X5D300	MTMR10	Myotubularin-related protein 10 (Inactive phosphatidylinositol 3-phosphatase 10)
X5DNR8	X5DNR8	MARK1	Serine/threonine-protein kinase MARK1 (EC 2.7.11.1) (EC 2.7.11.26) (MAP/microtubule affinity-regulating kinase 1)
P32238	CCKAR	CCKAR CCKRA	Cholecystokinin receptor type A (CCK-A receptor) (CCK-AR) (Cholecystokinin-1 receptor) (CCK1-R)
H0YB89	H0YB89	MGAT4B	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B
P35713	SOX18	SOX18	Transcription factor SOX-18
Q587J7	TDR12	TDRD12 ECAT8	Putative ATP-dependent RNA helicase TDRD12 (EC 3.6.4.13) (ES cell-associated transcript 8 protein) (Tudor domain-containing protein 12)
A8MXV6	CD15L	CDRT15L2	CMT1A duplicated region transcript 15 protein-like protein
Q96SE0	ABHD1	ABHD1 LABH1	Protein ABHD1 (EC 3.1.1.-) (Alpha/beta hydrolase domain-containing protein 1) (Abhydrolase domain-containing protein 1) (Lung alpha/beta hydrolase 1)
B1AJV2	B1AJV2	ZNF81	Zinc finger protein 81
Q9NR19	ACSA	ACSS2 ACAS2	Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acetyl-CoA synthetase 1) (AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Propionate--CoA ligase) (EC 6.2.1.17)
Q5T0Z8	CF132	C6orf132	Uncharacterized protein C6orf132
Q6GVN4	Q6GVN4	C9orf78	Hepatocellular carcinoma-associated antigen 59
P07316	CRGB	CRYGB CRYG2	Gamma-crystallin B (Gamma-B-crystallin) (Gamma-crystallin 1-2)
Q96TA0	PCDBI	PCDHB18P PCDHB18	Putative protocadherin beta-18 (PCDH-beta-18) (PCDH-psi2)
Q6ISP9	Q6ISP9	ELA2B	pancreatic elastase II (EC 3.4.21.71)
A2A368	MAGBG	MAGEB16	Melanoma-associated antigen B16 (MAGE-B16 antigen)
Q96F31	Q96F31	NFKBIE	NF-kappa-B inhibitor epsilon (I-kappa-B-epsilon)
K7EPK8	K7EPK8	ODAD3	Outer dynein arm docking complex subunit 3
E5RJK6	E5RJK6		deleted
Q13103	SPP24	SPP2 SPP24	Secreted phosphoprotein 24 (Spp-24) (Secreted phosphoprotein 2)
